task,label,text,rationale
beer2,0.6,"aromas of spicy hops , orangy citrus . taste of spicy hops , a little floral hop hidden amongst the masses , grapefruit fo sho .  huge and lasting beige rocky head with lots of various forms in the lacing .  a little thin . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 
beer2,0.6,"aroma is mild suggesting a chocolate malt driven train .  review from notes - bottle reads 3.5 % abv two fingers of frothy bubblegum pink head rests on top of a gorgeous ruby red body , displaying fantastic retention and leaving generous amounts of lace down the sides of the glass . heavily carbonated with a touch of haze .  tastes smooth and creamy sweet malt with light fruit flavor hints of spice and light alcohol finish good easy drinking beer little on light side but it does enhance drinkability . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 
beer2,0.6,"faint chocolate and chili . mostly musky and solvent like ammonia . some decent complexity here , but not particularly appetizing . musky , almost fishy , stale coffee and even fainter chocolate .  a - pitch black with a nice fat two finger head of fluffy tan cream . lots of sticky lace . beautiful .  feels quite frothy and wild , perhaps a little over done . the carbonation also seems to mess with the flavor in a distracting sort of way . i get the impression that i 'm missing some of the flavor due to the wild carbonation . the big downfall for me was the carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 1 
beer2,0.6,"it does n't have much of a smell ( perhaps if it were poured i could say differently ) . very tasty , kind of dry with floral/citrusy-types flavors , slightly carbonated . this beer is pretty darn drinkable , but has quite a high abv . so tasty i would have drank all six if i could have handled it .  once i got everything settled down i refilled the nonix and the head rose to four fingers and fell back to one . the color is of motor oil , dark as dark can be . a decently balanced stout nonetheless . light in mouthfeel , like an irish stout with an alcohol presence that overshadows any other aspects of an aftertaste . if this was just stout versus stout , heresy would have taken the prize though .  m : light to moderate body with very little carbonation ( like a cask ) . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 
beer2,0.6,"this is a nice caramel color beer . this beer is very crisp and clean , with a smooth aftertaste and mouthfeel . overall , this is a very good offering from new glarus and is worthy of your time .  330 ml stubby poured into the requisite gold-rimmed maredsous goblet and held to the evening september sunshine yields a brilliantly-clear cherry red body with flaming amber trim and a succulent pile of soft tan foam atop . the cap retains at a thick creamy sheet that coats the glass in a persistent shellac of superfine lacing .  m : light body . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 
beer2,0.6,"aroma is mild ... similar to your average wit-beer . yeasty , slight fruit ... overall sweet aroma . hmmmm ... wow .  a frothy off-white head crowns a radiant orange body . i believe this is what pumpkin beer would look like in a perfect world .  mouthfeel is a dissapopintment . with this much head , had little carbonation to feel and was also a bit watered down for my taste . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 
beer2,0.6,definitely different for a doppelbock . smell - average for the style . strong malt smell . taste - lighter on the malt flavors .  goeien saison 2008 pours a yellow hazy golden straw hue with tons of fluffy head that leaves lace all over my snifter . it looks like a beautiful saison .  mouthfeel is a little more thin than i would prefer . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 
beer2,0.6,"i 'm getting some malt in the nose , but not much else . some fruit , but lacking . sugar candy , tropical fruit , alcohol , malt , and light bitterness . i laugh at this . loved this . loved this .  had this beer from bottle , very fresh . poured with a huge 1 '' head , thick and spongy ... cloudy golden in color , medium carbination .  medium carbonation and body . nose is the normal malty/hoppy-ness of a porter , starts malty and hoppy and finishes with a nice mostly malty bite . very fresh - brewed 12/13/03 . the abv is 4.5 % . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"very enjoyable brew . aroma was a little disappointing in that a minor yeast scent was the only noticeable item . nice .  this looks fantastic in the glass .  holy crap , i think this is the first `` 1 '' i have ever given on taste for a brew . the only thing i can taste is friggin licorice and i hate licorice . this is a bad , bad brew , enough said . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 0 0 
beer2,0.6,sweet grainy smell tastes malty with a very light bit of citrus .  appearance & gt ; gorgeous ! big vanilla head over a robust readdish brown body . hazy with lots of liveliness .  if you like pecan you will like this . s- a little too light weight for me . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"s. funky , straight up . i get earth , grass , wet barn , and some sour funk that i ca n't put my finger on . t. glorious . i use this saison as a bench mark for all others with this style . this is one of the more perfect beers for all occasions .  cloudy dark gold/yellow in color with a nice yellowish tinted creamy head . great head retention and lacing . this is how a wheat beer should look .  mouthfeel - average . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 
beer2,0.6,"s-the aroma overall is faint but i got a bit of smoke , malt and a bit of toffee and vanilla .  insanely solid spongy tan head retains at a finger , leaves crazy lacing .  mouthfeel was rather thin for a porter . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 
beer2,0.6,"smell is very subtle citrus , lemony orange and a bunch of wheat . nothing too overwhelming .  dark and smoky , light can not penetrate its depths ... one of the best mass produced brews out there , one of the most respected brews out there , just got ta have one every once in awhile . dark chocolate and dark coffee flavors .  however , you have few choices , this is most likely your cheapest option and most widely drank option . it wasnt terrible , but it just had no real good flavor . if i had a choice between coors light and this , i would have to choose the cheaper of the two , as they are about the same . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
beer2,0.6,"a - pours an amber colour , inch head with moderate lacing s - very malty , but loses a few points for being metallic t - a very balanced hoppiness and maltiness , i detect some toasted caramel in the malts m - medium to light bodied d - a very good lawnmower beer a really good beer for the value .  first of all : 2011 vintage = 11.4 % abv appearance : wow . black gold , totally effin ' nailed the name , i thought i was pouring oil into my glass that was thinned down with paint thinner !  m : light to medium body with fairly high , rough carbonation . lively enough , but a bit unrefined . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"smells are muted , typical of the `` big three '' in irish stouts .  a beautiful black egg of darkness topped by creamy tan head .  mouthfeel : medium body with tingly carbonation and an extremely dry finish . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 
beer2,0.6,"by sight and smell , it 's a bit pedestrian .  the beer pours with a massive creamy head that lasts a long time and laces the glass nicely . the beer is a warm yellow orange color with bountiful pinpoint carbonation .  smell the smoke , not overpowering and nice . this is a mild tasting smoke beer . recommended for those who find other overwhelming . this is something i could drink alot without geting tired of the smoky taste . seems like the lager styles are milder . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"the smell is faint smokey and malty . the smokiness continues , but it is well balanced with malt and molasses flavors .  from the classic duvel bottle into a tulip glass - as it should be . visual ( 5 ) : large , lasting , foaming white head made up of large bubbles producing a heavy thick lacing . overall ( 4 ) : a fantastic looking beer , lacing on the tulip looks top-notch the whole way through .  the mouthfeel is somewhat lacking , however . the lighter mouthfeel only makes this brew easier to drink . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 
beer2,0.6,"smells mostly of hops . i smelled and smelled and smelled trying to sense something else , but could n't .  piss yellow with tons of carbonation and a bright and bubbly cloud white head ! ! gorgeous ! !  it was listed as an imperial stout , but had a relatively light body for such a labeling . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 
beer2,0.6,"weird , some folks have reviewed this ale as though it 's a stout ! the ale aftertaste is much stronger when served cold . a far cry from the american cream ale which is more of a summer hard working easy drinking light finish beer .  pours a dark ruby red with a giant off-white head .  mouthfeel was a little lacking considering the initial sweetness . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"extremely aromatic , some would say too much . extremely floral aroma mouthfeel- dry , crisp drinkablility - you 'll find yourself wondering what happened to that six pack you just bought  a very deep blood-red approaching dark purple with a khaki head that is big , creamy , and sticky .  i found it very highly carbonatedalmost too carbonated ( prickly , carbonic qualities are a bit distracting ) . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 
beer2,0.6,"smell was quite disappointing and there was n't enough hops in the nose like a great apa .  deep reddish brown head which is absolutely decadent .  m : just a tiny bit heavier than what i would consider light bodied . wish it had a bit more carbonation , it just feels watery . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 
beer2,0.6,"i freaking love this beer ! i have not had an abita beer that i did n't like . it 's a brown ale , similar of a newcastle or sam adams brown ale . very nice maltiness with a smooth chocolaty finish .  served in a reissdorf stange glass , this has a picture perfect appearance . the clear yellow color and one finger white head made an eager feeling , and the lace left on the glass was impressive .  first sip , light bodied brew with almost no carbonation , little watery texture but very crisp , and refreshing on this humid summer eve . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 
beer2,0.6,"a - hearty black body with a tan grainy head s - smoke and oats t : burnt oatmeal , bitter chocolate .  poured a deep brown color with an obnoxiously foamy beige head that foamed all over , but patience was the key here . once the ale was finally in the glass , the head retention was magnificent and left some crazy lace on the glass - looks like a bomb went off .  mouthfeel is highly carbonated , i feel a little less carbonation may showcase this beer a little better but overall this beer rocks , i 'm glad i got to try it ! ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
beer2,0.6,"s - very sweet with hints of chocolate and caramel . t - malty sweet with caramel and chocolate .  large , proud head . like a beautifully dark orange ipa , lit from within . remarkable look .  m- fairly light and refeshing feel . pretty smooth , but a little over carbonated for the style though . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"s - mild roasted barley noticeable , but not much more .  this beer pours absolutely gorgeous just like a big stout should , hosting a nearly four finger thick malted milk chocolate brown head . great retention as it slowly fades leaving a wall of fat lace and rocky bubbles .  feel is a little thin , flat and viscous . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"smell- the head is far too weak for a stout . the roast that was noticed on the nose has virtually disappeared on the palate .  poured a deep garnet color with some persistent lacing .  m : a bit thin and watery ; smooth , but i prefer my hefes with a little more body . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"smells of malts and alcohol . not overly impressive .  a : evenly hazy copper color . poured a 3 finger rocky off-white head with excellent retention to a 2 finger cap .  this beer is just flat out terrible . it smells like a loaf of bread soaking in a very bad pitcher of beer . flavor is sour with a hint of bitterness but just plain bad..the only thing i can say for davidson brothers at this point was this beer was not bottled by you it was bottled by shipyard brewing and hopefully they trashed it not you . i do not reccomend this beer to anyone , besides people who like budweiser because it might be slightly better than that . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 
beer2,0.6,"aromas release some caramel malts , some sweet esters , and that 's about it . i was impressed with the light color on the pour and then was n't sure after taking a good sniff . flavors are solid - as in a single flavor , not something that falls apart as it rolls over the tongue . smooth , deliciousness and a really enjoyable brew for a high octane barleywine style of brew .  i extracted the cap and the brownish liquid poured forth into a splended goblet that reads duvel .  mouthfeel is a tad disappointing , not quite as slick , oily , or full as i would have preferred . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
