task,label,text,rationale
beer2,0.6,"a tried-and-true bottle-conditioned english best bitter . smell : a little grape-y ( not grapefruit ) , understated ( typical of the style ) . neither the maltiness , which tends towards fruity rather than bready , nor the hops dominate this beer : it 's simply a wonderful marriage of very good raw ingredients . this is the first time i had this beer , and sometimes my prejudice ( for and against ) english bitters compels me to usually rate their beers `` quaint '' and unremarkable .  33cl bottle pours a thick creamy head with descent retention , and sticky , patchy lace . imho this beer looks great , but otherwise , i do n't get it .  mouthfeel is dry and somewhat chalky . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 
beer2,0.6,"aroma is faint , some dry roasted malts .  poured almost opaque black , with a nice off white 3 finger head .  a little too thin and carbonated . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 
beer2,0.6,"i barely picked up any smell , but my sense of smell is n't that good and i do n't mind much . this porter is sweet , but you still pick up on the chocalate malt notes . incredibly drinkable .  pours a nearly impenetrable black hue with a one-inch layer of light tan foam that fades away to a lingering bubbly cap that clings easily to the walls of the glass , leaving behind gorgeous well-formed rings of lace as it empties .  the body is a tad thin compared to others i 've had but smooth as can be . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"aroma - malty sweet with some caramel presence , too . kind of light smell-wise , but what is here is good . i will be getting more of these for the fall/winter .  produced a huge foamy tan head with superb retention behind it and tons of lace .  the malt character is very subdued in this ipa . if a beer could ever be considered juicy ... this is it . not much body to this , as someone else mentioned more like a really hoppy pale ale . that said , i still find this to be quite a successful ipa the citrus flavors are really great and fresh tasting . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 
beer2,0.6,"very soft aromas , faint wheat bread . overall this is a tasty , smooth , and very drinkable beer .  scored this on a move today . cascading brown pour leaves an opaque black beer and creamy white head in it 's wake .  carbonation is average . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 
beer2,0.6,"s - sour lemon and yeast aromas t - taste has some bready notes a hint of citrus and plenty of spice , more of a belgian pa for me .  can poured into a nonic , the caldera pale ale is a golden yellow with a moderate size , very tight white head that 's long lasting and leaves thick hunks of lace .  the beers appearance is average , lacks in color to be above average ( looked a little watery to be honest ) . the taste is great , smooth , hoppy , fruity all i expected and more . this is a very drinkable beer in fact i killed a 4 pack when trying it for the first time ... .great job dfh . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 
beer2,0.6,"4 smell - a relatively weak aroma predominantly featuring pine and hops .  a 22-ounce , twist-off topped bomber bottle poured into a large tulip glass yields a bright , glowing , golden-orange body capped with an enormous layer of soft milk-white foam . the head refuses to depart the drinktop , subsiding to a fat , free-floating puck-style structure that leaves gobs of 3-d lacing spattered all over the glassware .  this was much like the carolina pale ale , but naturally hoppier . there was a good balance between the malt and hops ; it was quite bitter , but there seemed to be more flavoring hops than anything . unlike the carolina pale ale , i would drink this while out of the state as it is one of the more balancced ipas i have had . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"smell : light malt sweetness , grass , and a hint of lemon rise from the glass .  *note : this is a 2007 vintage* a - poured into a goblet this has a nice mahogany , cloudy pour with one of the most impressive heads i 've ever seen . this 1 finger of big bubble head hung around for the duration of the ale leaving massive , clumpy side lacing . i'ver never seen bubbles of this size before in my brew , its insane !  m & # 8211 ; smooth , no complaints , but it doesn & # 8217 ; t enhance the flavor . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
beer2,0.6,"tasted 7/14 a - pours a pretty reddish honey s - i did n't detect too much besides yeast and malt t - begins with citrus notes , a tiny hop bite follows , ends nutty m - pretty light d - real high ! pretty light and tasty .  appearance- cloudyish yellow-golden pour with massive amounts of foam . very nice lacing .  m - slightly thin , decent carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 
beer2,0.6,"has somewhat of a fizzy , carbonated nose that smells of sweet roasted malts and some alcohol .  appearance was black with a fantastic head and great lacing .  m - this is a bit thin . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 
beer2,0.6,"still though , i wanted to give this a shot since i love stouts and love langunitas ... hoping the coffee does n't put me off too much . smells of roasted coffee and toasted malts .  appearance : deep black in color with a thick 2 '' milk chocolate colored head .  m : a little bit thin , and slightly alcoholic o : a solid belgian strong blonde , but ca n't touch duvel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
beer2,0.6,"the nose is behind the rest of this brew . i pulled nothing but malt and some type of barley smell . the feel is decent but slightly better than mediocre , nothing to really to note .  pours a deep hell-fire red with an awesome off white head that would not go away . this beer looks and tastes like the definition of `` strong '' .  tastes like a pilsner on the back end m - stays mostly in the front part of the mouth , so somewhat limited overall in this respect d - at 3 % , this is something you could literally drink all day and not feel it . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
beer2,0.6,"low aroma of cocoa and marshmallow . i wish i had a maduro cigar .  pours a strong burgundy color with a thin off-white head . unlike many old ales which look dead in the glass , both clarity and lacing are strong with this beer .  the mouthfeel is just a touch too thin . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 
beer2,0.6,"a-hazy and yellow with a brown glow , incredibly thick foamy long lasting head with great lacing s-hoppy and sweet with a slight hint of malt t-opens hoppy with strong roasted middle and finishes very subtly with banana m- very gentle on the tongue , i let it sit for a second to release flavors on to pallet d-excellent value . i would gladly pay the 3 bucks again for this bomber ... very nice  glorious cloudy flame colored body suffused with gamboge highlights and capped by a humongous tower of old lace merengue which recedes to a lasting multi-tiered souffle of creamy bubbles . lacing scatters all over the sides of the glass like a pollock painting .  m - has a light mouthfeel , with an average amount of carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 
beer2,0.6,"smell , belgian beer smell , sweet , flowery , alcohol taste , interesting mix between belgian triple , and german lager , there is a sweet malt component and also a mild pepper flavor in the finish . very interesting , not quite like anything i 've previously tasted . overall , very drinkable and interesting brew .  appearance- deep golden in color , if not approaching a light amber color . head becomes quite large upon pour ... one inch plus very easily . large bubbled , frothy , lightly creamy looking . lacing is exceptional with chunks , streaks and spotting all over the glass .  watery coffee . some chocolate , a little dusty . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"smell - malty , chocolate . i had to swirl the beer in the glass a few times to get a good smell . it seems to be lacking in the aroma department .  appearance : a creamy mocha crown acts as a barrier between the air and the absolute darkness of this beer .  i would like to add that some reviews have compared sweetgrass to a west coast ipa ... very misleading . the malt bill on this brew is fairly complex ( idaho 2-row , german vienna , caraamber , belgian caravvienne ) as is the hop bill ( ukg , willamette , galena , amarillo , czech saaz , cascade ) . however , the ibu 's , hop flavor and aroma are not really agressive enough to hit the west coast style expectations . but i think this is a nice `` session '' style beer at 5.5 % ( 1.062 og ) . maybe east coast style yeast ? ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 
beer2,0.6,"smell is interesting , almost a bitterness like citrus smell but none of that came through in the taste .  there are 2 fingers of off-white head that slowly dissolve into chunky bubbles . good lacing rings on the glass with each sip . probably the best head i have seen on any sierra nevada beer .  very interesting beer , first wiff is on a grassy pine hop , yet it is more a citrus hop taste to the tongue ? pours a orangish hazey color with a white head . enjoyed the flavors , a very unique brew ... would recomend to anyone who likes a differntly hopped beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"smell : faint chocolate , spice and alcohol .  '' pours with a very substantial head , nearly out of control , enormous and sticky . dense yellow-white bubbles surge and froth , pillowing into a crowning mesa . rather auburn in color ; when held to light shimmers an electric bronze and metallic apricot , with streamers everywhere racing to the lip of the glass . stunning !  i can not begin to describe how completely vile and repulsive i found this beer . the aroma alone was enough to make me wretch ... i did n't vomit , but i could have , and the flavor just brought me closer . however , that said , i do understand that this is a big thing in the midwest ( they used to mix their own ! i ca n't even say it 's to style . well made , well yes , i guess . sorry a-b , i ca n't do any better . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 
beer2,0.6,"pours a light amber/red color with little head nor lacing - very attractive when poured . this beer is one of the cheapest enjoyable beers i 've found in my beer drinkings . i would highly recommend this beer for an evening of beer drinking .  pours a deep , burnt orange , with a creamy khaki colored head . head is huge , foamy , slow to receded , and leaves lots of lacing in its wake . love the way this one looks .  a bit too light in mouthfeel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 
