task,label,text,rationale,combine_flag
beer2,0.6,"s : believe it or not , a strong apricot smell . it smells like someone actually grabbed the fruit and cut it open . t : apricot is n't as potent as in the scent , but definitely there .  i must say i was quite surprised by this one . i am a beer buyer for a grocery store in cambridge and one of my reps passed me this and after drinking this one it will certainly be a staple in my store . its pours just gorgeous into a pint glass and just tastes like a dream just a great beer overall . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"tart raspberries and sweet fruit as well . overall , an interesting beer .  m-this is just a little grainy , syrupy up front , light thin body , a little too thin . ",0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 ,1
beer2,0.6,"this helles is picturesque : mounds of bright white head , and a light golden body with plenty of carbonation to make the foam rise above my stein .  m-a little light on the body , for which a higher level of carbonation revs up and slightly compensates . it 's refreshing , complex , and light . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 ,0
beer2,0.6,"this beer pours a murky deep brown with a explosive and billowing head ... looks nice in the glass .  mouthfeel is thin but appropriate for the style , i would like to see just a bit more of bite from the carbonation though . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 ,0
beer2,0.6,"great nose of winter spices and belgian candi sugar and malt . mouthfeel is medium bodied , nicely carbonated and with a very nice balance and medium richness .  mouthfeel - light on the bubbles . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 ,1
beer2,0.6,"a : thick black with a nice , full half-inch of cream-colored head that remains big the entire way down . generous clumps of thick lacing down the entire glass .  m - definitely this beer 's weakpoint . when too cold its too watery . it 's a little over overcarbonated as well . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 ,0
beer2,0.6,"nose was my favorite thing about this beer . very hops , but they were not abrasive on the schnozz . very piney and christmas . the hops are still very nice and make this a very easy beer to drink .  a dark chocolate bitterness floating right above a very light body of roasted grains . at 3.3 abv this is a very light and highly drinkable session beer . almost too easy to drink . a unique beer in a special style . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"poured from the 12 oz bottle into a pint glass - noticed a surprising amount of head right away . the swirling and churning inside the glass as the head receded was quite pleasant actually .  mouthfeel : medium body , sticky , sweet , and carbonated . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"pours semi-thick red with a gorgeous foamy light tan head that resembles a nitro pour ... leaves tons of rings of sticky lacing and holds a foamy cap .  t- smooth with just the right amount of hops with a slight bitterness/ dryness in the finish m- a bit thinner than i antisipated , but about on par with others in this style d- an easy drinker with a subtle complexity , will i be having this again ? ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"pours a clear red amber color with a nice film of foam retaining well atop the liquid the smell is fantastic , i picked up whiffs of it as i poured the beer and felt my mouth watering .  a little on the flat side . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 ,1
beer2,0.6,it 's as black as eternity . a nice looking creamy brown head sits on top and recedes to a good sized collar in a minute . the lacing is sparse .  mouthfeel is dry and somewhat chalky . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 ,0
beer2,0.6,great looking stout !  a little too thin and carbonated . ,0 0 0 01 1 1 0 0 0 0 ,0
beer2,0.6,"serving type and glassware : 1.9 pint bottle poured into 16 oz tumbler a - off-white head , not lingering , low apparent carbonation with a transparent copper color s - sweet candy-like smell , cherry lolipop comes to mind ( corny i know but oh well thats what i thought ) , really the smell is one of the highlights of this beer t - equally as sweet , some toastiness pulling through with a slight bitterness in the finish , a mildly present alcohol taste throughout m - stickiness of the malt is the feature to note here , with a medium-light body all around i bought this beer on a whim and was n't disappointed .  the body is a tad thin compared to others i 've had but smooth as can be . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"nose is really nice , chewy malt , brown sugar , spicy oak , lots of dark fruit and a well integrated bourbon . all in all the flavor profile is characterized by hot alcohol that 's medicinal at times and is quite harsh . overrated .  the malt character is very subdued in this ipa . if a beer could ever be considered juicy ... this is it . not much body to this , as someone else mentioned more like a really hoppy pale ale . that said , i still find this to be quite a successful ipa the citrus flavors are really great and fresh tasting . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 ,1
beer2,0.6,"bomber , 2007 vintage , 6.7 % alcohol , a : pours black , with a full light tan head , great retention and lacing in my tulip .  carbonation is average . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 ,0
beer2,0.6,"awesome aroma of floral , hoppy goodness . soft-citrus and other fruity esters with an edge of cotton-candy or bubblegum . complexly fragrant nothing screams at you individually , but theres no mistaking some serious dry-hopping is going on but in a balanced way . caramely sweetness is candy-like and the darkish malts lend an unexpected chocolately character which im not sure im digging .  the beers appearance is average , lacks in color to be above average ( looked a little watery to be honest ) . the taste is great , smooth , hoppy , fruity all i expected and more . this is a very drinkable beer in fact i killed a 4 pack when trying it for the first time ... .great job dfh . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 ,1
beer2,0.6,"bomber , with the man himself on the cover , a : pours a dark red , with a thick , full , frothy white head , great retention , leaving medium lacing .  this was much like the carolina pale ale , but naturally hoppier . there was a good balance between the malt and hops ; it was quite bitter , but there seemed to be more flavoring hops than anything . unlike the carolina pale ale , i would drink this while out of the state as it is one of the more balancced ipas i have had . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"a - bright copper with a bit more orange tint ; head was over 1/2-inch and receded slowly , with great lacing .  m & # 8211 ; smooth , no complaints , but it doesn & # 8217 ; t enhance the flavor . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"it looks like a beautiful beer , very bright and golden , with carbonation bubbles finding their way surfaceward to take their place among a nice bubbly head that lingers a bit and lightly hugs the glass .  m - slightly thin , decent carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 ,0
beer2,0.6,"light for a bottle presenting itself like this . the shining points are the quality pure flavors , not fake which do make it worth a couple extra bucks .  m - this is a bit thin . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 1 1 1 0 ,0
beer2,0.6,"a : cracked open and thrown into a most appropriate dfh snifter.crystal clear ruby/garnet colour with a moderate head that dissapates quickly . looks very nice the way the light strikes it .  m : a little bit thin , and slightly alcoholic o : a solid belgian strong blonde , but ca n't touch duvel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"the beer pours a brownish amber with a huge off white head that dissipates into a thin layer around the outside of the glass .  tastes like a pilsner on the back end m - stays mostly in the front part of the mouth , so somewhat limited overall in this respect d - at 3 % , this is something you could literally drink all day and not feel it . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"the nitrogen generated foam rises to leave a dark black body and a pale , off-white , one inch thick head .  the mouthfeel is just a touch too thin . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"a : nice golden color . good head retention with small bubbles , brilliant bright filtration .  m - has a light mouthfeel , with an average amount of carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 1 1 1 1 1 1 0 ,0
beer2,0.6,"great lacing and good head retention smell : toasted malt & that 's it taste : toasted malt , slight fruittiness and iron taste .  watery coffee . some chocolate , a little dusty . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"the smell is , oh my , pumpkin pie . if nothing else , they have successfully recreated the smell of a fresh pumpkin pie .  i would like to add that some reviews have compared sweetgrass to a west coast ipa ... very misleading . the malt bill on this brew is fairly complex ( idaho 2-row , german vienna , caraamber , belgian caravvienne ) as is the hop bill ( ukg , willamette , galena , amarillo , czech saaz , cascade ) . however , the ibu 's , hop flavor and aroma are not really agressive enough to hit the west coast style expectations . but i think this is a nice `` session '' style beer at 5.5 % ( 1.062 og ) . maybe east coast style yeast ? ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 ,1
beer2,0.6,"very roasty , with hints of oatmeal , vanilla , caramel , chocolate and butter . overall impression : delivers an intense yet superior look and smell with a less-impressive yet solid flavor , finish and feel .  very interesting beer , first wiff is on a grassy pine hop , yet it is more a citrus hop taste to the tongue ? pours a orangish hazey color with a white head . enjoyed the flavors , a very unique brew ... would recomend to anyone who likes a differntly hopped beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"fortunately , the aroma of this beer is much more pleasant than the appearance . huge silky chocolate malt presence with hints of roasted malt , coffee bean , burnt toast and oatmeal . this smells excellent ! soft carbonation tickling the tongue up front followed by a silky , slight viscous chewy mouthfeel that thins out toward the finish which is hot and dry . the silky chocolate malt notes from the aroma are very faint and are completely overpowered by the overwhelming heat . the earthy/oak barrel notes are also faint and the vanilla hints from the aroma are absent .  i can not begin to describe how completely vile and repulsive i found this beer . the aroma alone was enough to make me wretch ... i did n't vomit , but i could have , and the flavor just brought me closer . however , that said , i do understand that this is a big thing in the midwest ( they used to mix their own ! i ca n't even say it 's to style . well made , well yes , i guess . sorry a-b , i ca n't do any better . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 ,1
beer2,0.6,a gorgeous cloudy amber-orange . i love when beers look like this .  a bit too light in mouthfeel . ,0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 ,0
beer2,0.6,"looks gorgeous , black with a short tan head .  pours well , very little head on it and carbonation . a very dark ale , i guess i was expecting something a little more malty but i ca n't really complain about this beer . ",0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"pine branches and mint , with a touch of passionfruit and pineapple . so much promise from the appearance and aroma but i absolutely ca n't forgive the butchering of the flavour profile .  the mouthfeel is okay , but not the highlight of this beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"the hefe-weisse poured a delightfully creamy gold it had a thin head that quickly dissipated .  m : thinner and not as heavy as i would have assumed from the appearance and smell , still leaning toward a medium feel however . very pleasant . d : the thinner than expected mouth feel and very smooth taste make this a very session-able porter . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"s : a orange and citrusy sweet smell over some grainy notes and bit of spice , a very nice bouquet . if this thing tastes half as good as it smells , it 's a winner .  m : gently creamy carbonation , perhaps a little thin overall . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 1 0 ,1
beer2,0.6,"bought this on impulse because of the great looking bottle . the appearance was quite nice .  `` bobby bob beer , best beer in vietnam . '' there is a whole lot of something going on with the aromas in this beer , but i 'll be damned if i could tell you what in the hell they were . it reminded me of walking into high school biology class on the first day , and being greeted by the smell of old formaldehyde from the specimen jars ( yes , i too dissected a fetal pig ) . formaldhyde nose , formaldehyde finish , and very little going on in between . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"the pour was pitch black with a creamy two finger head that slowly dissapated and left a thick beige cream on top of the beer .  if it tastes like paint thinner , do not drink . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 0 0 0 0 ,0
beer2,0.6,"the beer pours perfectly with a nice hazy orange hue to it that passes almost no light through it , a solid white foamy head , and great lacing on the glass at all time .  it 's thinner than i like , particularly for an oatmeal stout . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"sweet , floral hoppy aromas . a very interesting smooth ipa with very little , if any , of the grapefruit accents inherent in the style .  mouthfeel is alright . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 ,1
beer2,0.6,big piney aroma along with pineapple and grapefruit .  mouthfeel is light for the beer type . ,0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 ,1
beer2,0.6,"monumental nose of honeysuckle in full bloom , beach walks at dusk and fruit-flavored marshmallows . a draught is honey-roasted peach on barn board with a side of soil covered garden greens and fallow field stones . i mean earthy , like when you were a kid and played in the lake and dug in the dirt and ate roasted corn and tasted the day on your lips . playful across the buds . a fine brew .  this beer is n't setting any records or braking any molds but it has been around for a long time and it pretty much sums up the catagory it belongs in . it is a golden american lager , crisp , clean , refreshing , it has more flavor than most of the others in the style ( in that style ) , and goes very well with lunch or if your in the mood for something easy drinking . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 ,1
beer2,0.6,"the lacing is there ... not super thick , but not spotty ... smells like a good dipa should ... actually reminds me of a combination of sculpin and alesmith ipa . a nice bready malt and big fresh citrus hops ... has a little alcohol bite that reminds me of a barleywine .  mouthfeel : full to medium body . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 0 ,1
beer2,0.6,"it has a slick oily look with excellent lacing .  mouthfeel was medium but the taste was very spicy , almost like a belgian wit ! ",0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"1 '' first thought - the appearance is absolutely phenomenal on this one ... pours a jet-black , deep , rich purple-hue with a massive-sized foamy and frothy head that exhibited enormous staying power and left a copious amount of lacing around the head of the glass .  the mouthfeel was highly carbonated , but not in a good way . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"it poured a nice opaque black with a 1/2 inch tan head , but the head had an interesting white ring around the head ( after tasting i figured it could have been cleaner sediment , but it sure looked cool ) .  average finish length , moderate sweetness . full , sticky , alcoholic body , rather astringent as well . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"a - near black with a tall tan head that lasts and leaves light lacing s - majority of the scent if from bourbon , but it is not too strong .  i would like to see more body on this one . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 1 1 1 0 ,0
