task,label,text,rationale
beer2,0.6,"very nice aroma , looked forward to the tastes and then , wham , tastes of sour and tart cherries with some caramel .  a : wow . what a beautiful beer . from bottle to pint , it pours beautifully , giving a thick , deep , deep red body with sediments within , about as buoyant as the brew itself . small amount of strong ivory head . minimal trace , but resonates . o : if i 'm feeling ambers for the night , definitely a beer i will gravitate towards in the store .  palate is average , could be more carbonated . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 
beer2,0.6,"leaves nice lacing behind . a bit of citrus , most likely from an american hop varietal , but i had to do some sniffing . more of an imp .  appearance is unbelievable ! pitch black with thick creamy sudsy tan head with great retention ! perfect .  m : a light bodied beer that has a decent amount of carbonation and some robust drying qualities , sometimes a bit too much . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
beer2,0.6,plain smelling . maybe a bit like cut straw . once again true to the style . i felt i had to give low marks for smell as it was nothing great .  poured chilled in flared glass . a : cloudy light orange ; billowy head ; great lacing and abundant carbs ; nice job !  almost like drinking beef jerky . there is very little in the way of hops and just a small bit of malt on the back end . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 
beer2,0.6,"i was a little leery based on the aroma , but was pleasantly surprised by this smooth ale .  when popped i was concerned wit the lack of carbonation , when i poured into a pilsner glass , it came alive . nice one inch head with a beautiful aroma , great amber color whith a very rich hue .  m- a little syrupy , actually ... thicker than i 'd like to see for a single ipa o- love it . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 
beer2,0.6,"smell is nothing much honestly . i was not expecting much after the smell . taste was exactly what this style should be . a bit on the sweet side , but overall exactly what i want in a pilsner .  towering and extremely thick white head .  mouthfeel is medium bodied , but seemingly watery with a very low dose of carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 
beer2,0.6,"s - big notes of delicious fresh hops . one of the best smelling beers i 've encountered . t - man this stuffs good ! the caramel malt provides a nice backbone , but does n't get in the way of the hops . another great beer from surly , no surprise !  pours a slightly cloudy deep golden brownish orange color with massive pale tan head of sudsyness . lots of active carbonation moving about . nice amount of lace on the glass . halfway through the beer and there is still a tight , one-finger head hanging around .  a little too carbonated for my liking . a little smoothness would help . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 
beer2,0.6,"smells unbelievably powerful . stong earthy hop presence melded with an apricot like sweetness .  that said this is far from a great pale ale . reddish amber in color with a huge fluffy head , lacing everywhere ... you really ca n't look much better than this . look stone , you make amazing hoppy beers .  the palate is average for the style . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 
beer2,0.6,"dark with a slight amber hue , low in carbonation , small head , roasted malt in nose , dry malty flavor , between a brown and a porter .  poured into a la chouffe tulip a - deep gluggy brown/black pour , velvety deep tan half finger head and some nice lacing s - vanilla , molasses , coffee , dark chocolate , some nice hops , earth , wood , grass , charred and toasted malts and grains , some nice yeast and velvety smoothness t - flowers , nice hops , vanilla , bitterness , yeast ( very sweet ) , dark chocolate , charred wood , deep bitter-toasted-sweet malts , a very nice soapy note , slight citrus and tons of flavor m - huge body , tons of complexity , nice balance , low acidity and very nice bitterness d - for the stout lover or the lover of beers with velvety smoothness and lots of flavor , this one is for you .  fault : it lacks a little body , but hay , i could drink this to i fell over ( with a smile on my face ) ! ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 
beer2,0.6,appearance : dark and sleek nose : faint chocolate . not a lot in the aroma department .  ( bb date 9-04 ) pours a nice cloudy peach or light orange color ( almost blond ) . superb appearance !  light in body though it does n't live up to the initial crispness of the nose . carbonation seems appropriate . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"a good example of a belgian dubbel for those just getting into belgian brewing .  pitch black color with mahogany edges , the aroma is full of dark fruits and chocolate . its got a bit more kick than most porters , but it really works . definitely in the top tier of porters  the smoked malt is a bit harsh on the palette , and the beer lacks enough body to temper the rough edges in this department . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"s- not much nose from this tap but subtle hints of bread t- another great tasting offering from the boston beer co. nice balanced taste nothing overpowering clean and crisp .  poured from an 11.2 oz bottle into my brand-new authentic duvel goblet . light golden color with a massive foamy head ( fills half the goblet ) that stays around forever & clings to the sides of the glass .  mouthfeel is very thin and almost flat , which suits the scotch flavors but is a little off-putting from a beer perspective . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,s= big booze comes from the nose . there 's a lot of roast to it as well as some odd estery sweetness to it . the only problem is that it smells a lot of alcohol . almost reminds me of wws in a way only less sweet in the nose . t= the taste tops the smell anyday ! wow this is a smooth easy drinking stout .  the froth slowly cascaded to from a thick and creamy tan head and reveal a dark opaque liquid . the head had excellent retention ( i do n't think it reduced in size at all ) and left a perfect lace . i tend to find nitro-cans or cans in general seem to reduce the smell and taste of the brew and in particular the malt .  mouthfeel was a little more watery than i expected . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"intro : considered rare where i live ( massachusetts ) , the sculpin has quite a reputation ... appearance : golden haze with a nice lacing similar to smuttynose finest kind smell : great typical american hop profile ( citrus , lemon , mango etc . ) .fruity , piney ... no noticeable malt like dfh taste : hops all the way..all that i love in american i.p.a's..a bitterness that smacks you in the face like green flash west coast i.p.a..a faint trace of sweetness but clearly hops are the main course mouthfeel : good carbonation that maintains retention throughout drinkability : goes down like the best of them..although for $ 10 for a bomber in ma ( when you can find it ) i think it would be better to just mix west coast i.p.a & torpedo i.p.a cause that 's what it tastes like  translucent redish hues come through very nicely . pours a very large frothy off white head .  m - very light , slightly watery . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 
beer2,0.6,"i tried and yeah ... drink this one fresh if you can . classic stout beer that is not a milk stout . not much on the smell but who cares ... .we are talking taste here and nothing else . silky smooth , creamy , easy to drink , an overall wonderful stout .  a-very dark chestnut colored , slightly cloudy , lots of bubbles . there 's a thick amount of cream colored head . the head stays and there 's a lot of lacing as well .  mouthfeel is somewhat grainy and perhaps a little more carbonated than i 'd like this style to be . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"smells bready , a little hopy , light roasted malt . mmm nice soft roasted malt front , not too sweet .  a- pours black , two finger tan head . great retention , great lacing .  glass : two taster glasses from pib sib , and a duvel glass ( the duvel glass held the best head which is not surprising ) it pours golden with a strong off white quarter inch head ; immaculate lacing as its fingers drip softly down the glass . deep tones of pine and citrus , with subtle notes of bourbon . first sip brings hints of caramel , and the finish is dry with a slight fruit aftertaste . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"i prefer to let mine stand almost to room temperature as to enjoy all of the wonderful aromatics before imbimbing . the perfume accented bouquet is very floral & fruity with some earthen notes . enjoy fraoch with rich traditional dishes such as arbroath smokie ( wood-smoked haddock ) , colcannon ( cabbage , carrots , potatoes and turnips ) and/or black bun ( fruit cake ) .  to me , this is just a beautiful looking beer . it pours clean and dark , a lush ruby colour with orange tones on the edges .  body is a bit thin and alcohol is slightly burning but nothing out of control . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"there were hints of cinnamon and nutmeg in the nose , amidst the maltiness . not a lot of hop leanings .  there is a gorgeous 1-inch head that is nice and light tan with some tight bubbles and some intermingled bigger bubbles . i think i can float a dime on that head .  m : the body is quite light , too light i think . the carbonation is slightly too mellow , i would have liked it to be a little livelier and sparkling . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
beer2,0.6,"smell : definitely not as aromatic as i was expecting .  wow , probably the nicest billowing white head and clinging lace out of the 14 odd oktoberfests i have sampled this fall ! pale orange color is on the low end of the o'fest spectrum .  light in body , but not watery . a small amount of carbonation livens the beer , but does not define it . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"s- average in smell , a lot less of the fruits and sugars yu get from other belgium beers . t- outstanding . sadly i only had one bottle or i would have had a second right behind it . all in all , very well crafted dubbel , and one of my favorites in the style .  pretty sure this is from one of the original batches ... a - pours into my duvel tulip a crystal clear light straw hue with a massive fluffy three finger head that slowly faded to leave big side lacing and a dense creamy white blanket . just excellent .  and maybe just a little bit more carbonation maybe ? ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"presented in allagash white glass with lemon . great foamy head with a strong lemon/citrus zing . a little bitter on the aftertaste , but overall it is very smooth . lightly carbonated and easy drinkability make this a very refereshing beer .  phenomenal retention and a bunch sticky lace .  m : fairly light-bodied with champagne-like carbonation . a bit rough on the palate . the brett is a bit too dominant , and the mouthfeel is a bit too carbonated , but otherwise , quite nice . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 
beer2,0.6,"very nice .  pours dark brown , almost opaque , though it shines a deep ruby when backlit . light tan , very creamy head lasts all the way down .  mouthfeel is hurt a bit by this beer 's charictaristic carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"s -- i smell corn , alcohol , a little hops , and not much else .  a : pours a deep amber color with a really big fluffy head with adequate lacing .  light body that feels a little thin until the moderate carbonation helps with the texture close to the finish . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
beer2,0.6,"pours a deep mahogany color with a small white head tha leaves enough lacing , smells of some caramel malts and not much else .  just a spot of lacing here and there one the sides of the glass has a wonderful color deep browns in the shadows and rusty amber in its highlights .  m- a little on the thin side , but the carbonation level is pleasant . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 1 1 1 1 
beer2,0.6,"very enticing . t : dry ground coffee beans . i remember having a much more favorable experience then , especially with the taste , which i recall being as sweet and enjoyable as the nose . i 'll definitely have to try a pint again to see if that impression is reaffirmed .  a : a beautiful beer ; pours a crystal clear golden-amber color with a finger of foamy white head . most of the head stays for the full glass , there 's tons of lacing , and carbonation bubbles never stop flowing .  the mouthfeel was thin in body , but huge in taste . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 
beer2,0.6,"s - a rather non-intriguing malt aroma is the only evident scent . t - earthy malt flavor complimented by a subtle hop edge makes for a unique flavor .  it could n't look better , perfect 5 for appearance .  full taste , slight choc/coff flavors and no alcohol flavor , it 's buried in the taste of the beer . it 's average when the fizz goes away and seems a little watery and the only thing missing over the cumberland 's porter is the aftertaste did not last and it seemed to miss a note inside the flavor . when i went back a week later , it was n't the same porter i 'd tasted , and was more like the other ringneck beers . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 
beer2,0.6,"s : the beer smells of coffee and chocolate , but its a bit weak smelling .  this beer really looks great in the glass . darkest brown ( just a shade short of black ) in color with a large , lasting tan head and very good lacing .  feels really thicker than it looked . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 
beer2,0.6,"quite a nice chocolate milk aroma with a red berry edge . really turned to a chocolate porto smell at room temp which i thought was nice . but did n't transfer into the taste or work with the thin body .  pours a glowing golden straw with a healthy white head . excellent lace and retention .  i had this bozone hefe weizen first time out of a growler filled at the bozone brewery in bozeman , mt . shit tasted soo good , and i needed moore . i fancy myself a ipa kinda guy , but this hef is like none other around . maybe a couple , but its dayum goood . not only does this beer taste great , but the color is beautiful . get some and get drunk ! ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 
beer2,0.6,the aroma is not terribly enticing and quite frankly reminded me of paint thinner with a dash of floral hops . once i got around the aroma i liked it .  appearance : dark black in color with a thick 2 '' fluffy head that lasts through the drink .  mouthfeel is light with less than average carbonation and slight alcohol warming can be felt . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
