task,label,text,rationale,combine_flag
beer2,0.6,"towering , monstrous , intimidating tan head .  palate is average , could be more carbonated . ",0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"a wonderful looking beer with its dark amber color and large white head that had a great deal of staying power .  m : a light bodied beer that has a decent amount of carbonation and some robust drying qualities , sometimes a bit too much . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 ,0
beer2,0.6,huge frothy head even when i poured it ultra slow .  almost like drinking beef jerky . there is very little in the way of hops and just a small bit of malt on the back end . ,0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"behold his venom and vengeance , both sweet and tempting , enticing you , his spellbound victim , within his wings '' . the appearance is a beautifull shade of ruby red with astonishing clarity . pours with a healthy dose of white foam that 's short lived and disappointing . the sweetness is unmistakable and addicting . starts off very sweet but ends slitely hot and dry . overall this was a decent beer which had a considerable amount of age on it .  m- a little syrupy , actually ... thicker than i 'd like to see for a single ipa o- love it . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 ,2
beer2,0.6,"this is a *good* weizenbock with an amazing smell ! taste was a slightly above average , and even with an above average taste , after the incredible smell , even 3.5 was a bit disappointing !  mouthfeel is medium bodied , but seemingly watery with a very low dose of carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 ,2
beer2,0.6,"s : now i truly know what pine aroma hops smell like . wow , excellent . also some very noticeable fresh cut grass character . d , notes : i really liked this beer .  a little too carbonated for my liking . a little smoothness would help . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 0 0 0 0 0 1 1 1 0 0 0 ,2
beer2,0.6,s : the nose is amazing . roasted malt leads to a coffee aroma with vanilla and cocoa in the background .  the palate is average for the style . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 ,2
beer2,0.6,"summer 2007 release poured into an oversized wine glass a- big thick mountainous three fingered off white head over a slightly hazy golden orange brew ... more lace than a victoria 's secret runway show s- awesome ... perfect ... not too overpowering but full of floral and citrus hops with a sweet caramelized orange and malt background ... a nose that most other dipa 's should bow down to t- less complex than the smell ... big citrus hops ... very oily ... slightly sweet malt background ... finish is dry but refreshing ... a little lighter than expected m- again a little lighter bodied than expected ... good carbonation d- excellent ... a dipa that does n't need a huge abv to bolden the taste i think future reviews on this will be even better ... the summer would be perfect in the summer at a barbecue due to it 's lighter qualities ... i made the mistake of waiting for the first colder day we 've had to review this and it definitely affected the review ... ca n't wait to get my hands on the winter and try it in the correct season  fault : it lacks a little body , but hay , i could drink this to i fell over ( with a smile on my face ) ! ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 ,1
beer2,0.6,delicious smell ! i could sit and sniff at this all day .  light in body though it does n't live up to the initial crispness of the nose . carbonation seems appropriate . ,0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2
beer2,0.6,"nice . t - suprisingly flat .  the smoked malt is a bit harsh on the palette , and the beer lacks enough body to temper the rough edges in this department . ",0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2
beer2,0.6,"nose is lovely , with sweet orange and lilting pepper spice and a smooth almost creamy vanilla undertone that is cut and set off by the citric twang . an absolutely superlative witbier nose . quite marvellous . taste is also good , but lighter , as it should be . exceptionally good witbier , and indeed one of the pinnacles of the style .  mouthfeel is very thin and almost flat , which suits the scotch flavors but is a little off-putting from a beer perspective . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,it pours a deep copper color with three fingers of towering head . there is a good amount of lacing .  mouthfeel was a little more watery than i expected . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"app : big pillowy off white head over a very dark brown borderline black with ruby hints body . great lacing , looks phenomenal .  m - very light , slightly watery . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 0 0 0 ,0
beer2,0.6,"pours very dark and clear brown with large and dense off-white head that lasts for ages , thick patchy lacing .  mouthfeel is somewhat grainy and perhaps a little more carbonated than i 'd like this style to be . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"nose was of light citrus , vanilla , oak , light apple brandy , and fresh cut pvc .  glass : two taster glasses from pib sib , and a duvel glass ( the duvel glass held the best head which is not surprising ) it pours golden with a strong off white quarter inch head ; immaculate lacing as its fingers drip softly down the glass . deep tones of pine and citrus , with subtle notes of bourbon . first sip brings hints of caramel , and the finish is dry with a slight fruit aftertaste . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"smell is delightfully hoppy and citrusy , the nose is easily the best thing about this beer and the presence really makes itself known , although the aroma fades as the beer empties , the initial scent is quite good . for a cask , the carbonation is obviously low , quite low , but slight present and more-so than a typical rare lost abbey , the citrusy hop bite is at first evident , this beer pretty much pushes the pale ale/ipa boundary to the max , after a full pint the lack of carbonation starts to get to me but i wo n't fault that since it 's part of the cask experience , the malt background is way in the background and is n't something i would really note at all .  body is a bit thin and alcohol is slightly burning but nothing out of control . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"s : a nice amount of yeast , wet hay , pepper , pineapples , lemons and orange peel kind of an odd but inviting mix . o : after the look and smell of this beer , i was quite excited . it was disappointing .  m : the body is quite light , too light i think . the carbonation is slightly too mellow , i would have liked it to be a little livelier and sparkling . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,2
beer2,0.6,"the nose is a delight . it has a milkshake like nose with some caramel , nice roasted malts , nice chocolately tones all over it .  light in body , but not watery . a small amount of carbonation livens the beer , but does not define it . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2
beer2,0.6,smell : a good deep fresh cherry aroma .  and maybe just a little bit more carbonation maybe ? ,0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"s : quite the delicious nose ... spices , peach , plum , a slight crisp hops edge , orange , caramel , and a dry biscuity malt mixed in low . t : a bit of a letdown after that incredible nose ... not bad , just much simpler than i had expected ... diacetyl , caramel , light generic hops , perhaps a bit on the citrus side , brown sugar , cream , high carbonation keeps it all fairly light . d : satisfying .  m : fairly light-bodied with champagne-like carbonation . a bit rough on the palate . the brett is a bit too dominant , and the mouthfeel is a bit too carbonated , but otherwise , quite nice . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 ,1
beer2,0.6,the nose is stunning when it warms ( it was served very cold ) . the rum really shines . t : sweet toffee with notes of date and prune .  mouthfeel is hurt a bit by this beer 's charictaristic carbonation . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"a : opaque black , decent tan head , good lacing .  light body that feels a little thin until the moderate carbonation helps with the texture close to the finish . ",0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 ,0
beer2,0.6,"a : deep amber/mahogany , minimal head . nice lacing and plenty of carbonation bubbles oozing from her .  m- a little on the thin side , but the carbonation level is pleasant . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 0 0 0 0 1 1 1 1 ,0
beer2,0.6,"first impression was the darkness . it really is dark ... almost black like coffee .  the mouthfeel was thin in body , but huge in taste . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"a- lovely , clear , medium amber-red with a 2-finger , dense , rocky off-white head with great retention . leaves a few clumps of lacing .  full taste , slight choc/coff flavors and no alcohol flavor , it 's buried in the taste of the beer . it 's average when the fizz goes away and seems a little watery and the only thing missing over the cumberland 's porter is the aftertaste did not last and it seemed to miss a note inside the flavor . when i went back a week later , it was n't the same porter i 'd tasted , and was more like the other ringneck beers . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 ,0
beer2,0.6,"pours a pitch black with a thick , frothy brown head into my glass .  feels really thicker than it looked . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 ,0
beer2,0.6,"smell - incredible ! ! ! very similar to gumballhead and dreadnaught . i could smell this beer all day but eventually thirst takes over and i have to drink . taste : very well balanced . i could taste the maltiness and the slight hop bitterness but they combined for an incredible experience .  i had this bozone hefe weizen first time out of a growler filled at the bozone brewery in bozeman , mt . shit tasted soo good , and i needed moore . i fancy myself a ipa kinda guy , but this hef is like none other around . maybe a couple , but its dayum goood . not only does this beer taste great , but the color is beautiful . get some and get drunk ! ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 ,1
beer2,0.6,the aroma of this brew is rich malty sweetness coming across a bit like oranges from the hops with a sting of noticeable alcohol character that pierces the nose . dark sugary and floral sweetness lingers that smells a lot like caramel .  mouthfeel is light with less than average carbonation and slight alcohol warming can be felt . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2
beer2,0.6,"the sharp sting of the hops shot out as i opened the bottle - i could smell it three feet away . the aroma is biting and piny , with waves of bitter citrus .  mouthfeel fell a little short , but only because the carbonation was so low . felt okay , but with more carbonation it would be much better . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"cloves , sweet cherries , banana . big time yeasty , lightly sweet , bananas and cloves . good price on this , but prefer schneider aventinus .  light to medium mouth feel . tastes great.full flavor , with a little bite . for a dark beer it 's refreshing . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 1 ,2
beer2,0.6,"opens with a vigorous whoosh and despite a gentle decant , foams up quickly , forming a meringue-like light tan head which peaks out of the glass about 2 inches , and leaving sticky gobs of foam on the glass as it recedes . cloudy mahogany , near black .  it has a very thin mouthfeel . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 0 ,0
beer2,0.6,some spices and slight cinnamon present as well creating a complex yet amazing aroma . it almost makes you regret drinking the beer when it smells this good . t : tastes very much like a heavy wheat and malty beer .  m- the carb is a little rougher than i prefer for my porters ... aftertaste is kind of burnt . ,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 ,1
beer2,0.6,"d - the malt character in the aroma is very nice , but the flavor does not quite live up to the promise .  m - good mouthfeel , though again similar to a stout . feels a little thin with the appropriate amount of carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,1
beer2,0.6,"this beer had to settle for a minute before it left a 1/4 white head . impressive ! ! !  like an overpowering mix of graham cracker , butter popcorn jelly belly 's and allspice . take everything in the scent notes and add lemon citrus notes plus the potent 8.6 % alcohol and you have a recipe for disaster . the taste lingers and lingers . i truly , truly suffered through a bomber of this . my wife had about two sips and nearly gagged . i 've never been a fan of `` pumpkin '' beers , since there is never any pumpkin/squash taste and only `` pie spice '' , but was told that this was one of the better ones . this just reaffirms my belief that `` pumpkin beer '' is a complete waste of brewers ' time and effort , but it 's such a moneymaker that they ca n't refuse to make it . do yourself a favor and steer clear of this abomination of beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 ,0
beer2,0.6,"on tap it has a very predominant fresh hop aroma with a gentle sweet backbone . they were n't over powering , but definitely made them selves known . i love fresh hops , so this was nearly heaven for me .  smells a lot like hershey 's syrup with an alcoholic backbone . i think this beer just stained my counter -- this beast is thick , too thick for me to drink . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 ,2
beer2,0.6,"in a line-up of nitro-tap stouts , they all look pretty much the same . the taste is the trademark irish stout as everyone else has comprehensively explained , but drinking three of these versus three guinness and you will feel slightly less full .  the mouthfeel is a little anemic , with a lingering aftertaste . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"a : pours a bright , clear , bronze color with a fluffy white head , that really wants to stick around .  the body is heavier than i 'm used to for a wit , and while i 'm usually extremely impressed with great lakes approach to mouthfeel , i find this one a little too heavy for the style . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"this is an exceptional looking beer !  next to no carbonation left - leaving the mouthfeel much thinner than would be preferred , even for a barleywine or a barleywine that has been allowed to sit for a while . ",0 0 0 0 0 0 00 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,0
beer2,0.6,"smell is ridiculously potent . i like .  m - on tap at least it 's a little over carbed for my tastes , but i like my beers on the lighter side of carbed . medium-light body . ",0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 ,2
beer2,0.6,"some nuts , cinnamon ... awesome aromas ! t- pumpkin pie again .  taste : same as the nose mouthfeel : medium bodied , under carbonated drinkability : alcohol is amazingly absent but the lack of carbonation holds it back a bit . ",0 0 0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ,1
beer2,0.6,"was beautiful smell : loaded hops , and chocolate taste : rich and slight chocolate roasted flavors but had a unpleasant aftertaste mouthfeel : good carbonation and very tasty drinkability : ok. not horrible  m : fairly thick but not necessarily creamy . medium-heavy with a mid-range carbonation . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 0 0 0 0 0 0 1 1 1 1 ,1
beer2,0.6,"a bit grassy , a bit earthy , but overall just smells great ! i really dig the way this one smells . t - again , quite good , but not as great as the nose suggests . all about the nose on this one ... really smells fantastic . beyond that , a solid ipa .  before expanding my palate yuengling used to be my favorite beer . i gre up in the dc area so we had plenty of it around . i still consider this a great beer for a night full of drinking , but not one that i would drink because i want to enjoy a beer . i still love you yuengling and i ca n't wait to have you again ... stupid yuengling does n't ship to ca . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 ,1
beer2,0.6,"pretty pour into tulip glass at about 50 degrees . about 3-4f tight , white head over a murky orange-to-golden color body . plenty of lacing .  mouthfeel : the high carbonation is the only shortcoming of this beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 0 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"appearance : gorgeous , swirling currents of ultrafine bubbles that coalesce into a thick , creamy , egg nog-colored head atop a clear , rusty , bengal orange-colored body .  mouthfeel takes a hit for thinness , though it 's not at all watery and would be difficult to have it be much thicker and work with the wine elements . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 01 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ,0
beer2,0.6,"a really pretty beer .  m- medium , with low carbonation . ",0 0 0 0 01 1 1 1 1 1 1 ,0
beer2,0.6,"plays nicely with light -- almost glows . lovely white long lasting head , and when it goes a thick cap with proofing-bread-yeast-sized bubbles remains .  s- mmm chocolate . d- as far as taste goes this beer is delicious , yet again not complex but very chocolate and the low alcohol is completely hidden , so id have to say the low abv works in its favor m- thin not exactly watery but still thinner than i would like in a flavorful beer . ",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 00 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 ,0
beer2,0.6,"sweet honey aroma with sugar dipped fruits and happy spices .  there is a slight fruitiness going down that leaves a pleasant finish . drinkability : this is a very drinkable beer , and one of the best of bg 's light beers . ",0 0 0 0 0 0 0 0 0 0 00 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 ,1
