label,text,rewritten,style
1,"
""This joint's no good.  Breakfast was a bust, they lied about the time.  Only a handful of dishes to choose from, not worth the jack.  You're better off at MGM Grand's Buffet or Rio, they may cost a bit more but you get what you pay for.  Don't waste your time here, and oh, the server was a jerk too.""",True,Hemingway
1,"
""New York, New York. ESPN's grub? God-awful. Anchor Steam, the best brew. Boneless buffalo wings? Avoid 'em. Friends wouldn't touch 'em. Closing down? No surprise. Disney? Better luck next time.""",True,Hemingway
1,"
""Traveled much, seen many ports. This one, though—jammed up, man. Cabs, security, terminals, runways—all clogged. Get there early, jam to your tunes while you wait.""",True,Hemingway
1,"
""Bad meal. Pork was warm, flavorless. Rest of grub was cold. Dorm food. Give 'em another shot, but need some persuadin'.""",True,Hemingway
1,"""Terrible way to start the weekend, came here with friends on a Friday night. Service was fishy, don't know if it was a language barrier or what, but they botched every order. Finally got our food, then they told us to leave 'cause we'd ""exceeded"" our time limit. Are you kidding me? Wouldn't have exceeded it if they'd gotten one order right. Better sushi options in the area, wonder how this place stays in business.""",True,Hemingway
1,"
""Boneless meal, 8 pieces. Cajun, 3. Hot Togo, 5. What arrived? 4 Cajun, 4 mild. Dry as the Sahara. Unhappy, I am.""",True,Hemingway
1,"
""This joint gets zero stars from me. Ten bucks for a burger? Eight dollars for a shake? No way, pal. I used a Groupon and still paid over twenty bucks for my wife and me. That's robbery. There are better burgers in this town, and this ain't one of them. \nFirst off, I hate spending that kind of cash when I'm not getting served. Our food sat in the window for five minutes while some dude took three orders. Come on, man! This location blows. Place Station sucks. Non-Union. You can tell. I got another bad review for this dump. Johnny Rockers. More like Johnny Crockers. People think it's great? I don't get it. I shoulda read the Yelp reviews before I bought two Groupons to this hole. Won't happen again. Same complaints from other folks. Overpriced. \nPeople think expensive means good. Not here. I felt ripped off.""",True,Hemingway
1,"""Junkyard's what it looked like. Overpriced, too. Creepy folks ran the joint.""",True,Hemingway
1,"
""Place was a letdown. Decor was nice, but the lounge act killed the vibe. Couldn't hear ourselves think, let alone talk. Kitchen noise didn't help either. Food? Calamari was flavorless, pasta was raw. Service, though? Top-notch. Hope they step up their game.""",True,Hemingway
1,"
""First time at DC Steak House, likely my last. Strip steak was decent, no complaints. But Danny's terrible service ruined it. We waited almost 45 minutes to order dinner. Thought he might've been canned a few times, given how long we went without seeing him. Not a busy Sunday night, so can only imagine how poorly they handle a packed Friday or Saturday. Friend in the industry called and spoke with a manager who seemed unbothered. Glad business is booming, but don't expect any of our group of seven to return. Keep up the lousy service and indifference, and I'll take my business elsewhere.""",True,Hemingway
1,"
Awful service. Lost our name on the list, made us wait 40 minutes. Waitress was sassy, impolite, and slow. Food was mediocre, eggs were cold, portions too big. Should donate extra food to a shelter. Took 2.5 hours for a meal that should've taken one.",True,Hemingway
1,"
""Been a Fletcher's customer since '07. Friend offered to check my brakes, car's been shaking. Had 'em done at Fletcher's last June, should still be good, right? Wrong! They said they turned the rotors, but they didn't. Still had the same screws. Charged us $20 per rotor. Don't go to Fletcher's, they're crooks, especially if you're a woman.""",True,Hemingway
1,"
""Lechon for Christmas? Worst I've had. Skin wasn't crispy, too salty. Guests barely touched it. Box was beat up, like it'd been sat on. Shoe marks all over. They must've stepped all over it, then put the lechon inside. Unreal.""",True,Hemingway
1,"
""Deejai just ain't doing it for me, friend. Been there four, five times now, trying to make it work. But every damn time, the server forgets my order or screws it up royally. And all I get is a half-hearted ""sorry."" Pad Thai, pad see ew, simple stuff like that. Once, the Thai came out blazing hot 'cause the server thought I wanted it that way. My dinner showed up way late, and by the time they fixed it, my husband had already finished his. Ruined the whole thing. Another time, I ordered tofu, got chicken instead. Server apologized, offered to send it back, but the kitchen was closed. So I ate it, but it wasn't worth it. These kinds of mistakes, they should make it right. Offer a discount, a free drink, something. Deejai didn't, and at those prices, no thanks. Sorry, deejai.""",True,Hemingway
1,"
""Bought six laser facial treatments. Requested before and after pics. Didn't notice a difference. They recommended three AFT treatments. Had two, saw a difference. Technicians were skilled. But, long waits and scheduling mix-ups. Couldn't book an appointment for weeks. Confirmed appointments had wrong dates or times. Not sure if it's a booking issue or a dyslexic scheduler. If you're getting services, make sure your appointment is written down and emailed to you. Book early morning to avoid waiting. Will try another med spa or dermatologist for similar services, hoping for quality service at a fair price without scheduling issues.""",True,Hemingway
1,"
""This joint's got nothin' on. Service? Forget about it. Paid for a king, got two queens instead. They tried to upsell me at check-in too. What a joke.""",True,Hemingway
1,"
""Fed up with this damn theatre and its lack of AC. 104 degrees outside and not a breath of fresh air inside. Go to the movies for some relief, but no such luck. Management's got some explaining to do.""",True,Hemingway
1,"
""We had a rough night at the joint, last night, 'tween five thirty and six thirty, with some pals. The racket from the bar was awful, and the chow? Forget about it. Not a single soul at our table enjoyed their meal. Izaiah, our server, tried to make it right, but we were gun-shy about trying anything else.""",True,Hemingway
1,"
""Terrible night at Marquee in Vegas. Purse swiped within ten minutes. My bad for bringing it, but security sucked when I tried to report it. Had to trudge up three flights of stairs in heels - what a pain. **Drunkards tumbling down the stairs. No elevator for them. What a joke.""",True,Hemingway
1,"
""Primanti Bros? More like Primanti Bros-aster. Empty joint, Kid Rock blasting - should've been a clue. But, hope of a good sandwich... tempting. Menu, printed on some Walmart special. Ordered the Capicola. Food finally comes, take a bite... rubbery meat. Not Capicola. Thick, fatty, chewy. Can't go on. Horrible establishment. Stay away.""",True,Hemingway
1,"
""Terrible dry cleaners. Convenient location, lousy service. Brand spankin' new gray pants, eighty-five bucks. Pink stains all over the knees and legs. Sun damage, they claimed. Argument ensued. Stains didn't come out. No replacement. Eighty-five bucks down the drain.""",True,Hemingway
1,"
""Korean grub in Champaign-Urbana? Forget about it. Woori Jib's offerings? Dismal. Bulgolgi, spicy tofu soup, mackerel? Not seasoned well. Fatty BBQ. Rough and unappealing. That's the truth.""",True,Hemingway
1,"
""Lunch at this joint was a bust. Service was slow and the grub was subpar. I went for the shrimp entree with a medley of veggies - broccoli, mushrooms, onions, zucchini, and carrots. It was a disappointment, to say the least. The stir-fry was overcooked and mushy, like something you'd find in a school cafeteria. The shumai dumplings? Forget about it. They were the worst I've ever had. My buddy had a similar dish, maybe with chicken, but I can't be sure. The third member of our party had sushi, but she barely touched it, so who knows if it was any good. To top it all off, they charged us $23 a pop for this mediocrity. What a waste of our per diem.""",True,Hemingway
1,"
""Skip this joint. They got a gimmick—check in on your phone for 10% off. One per customer, not per table.""",True,Hemingway
1,"
""Sick of waitin' at Applebee's while tables sit empty and the cute greeter girls pretend to work. No sense of organization or time management. Used to love this place, now it's a disappointment. Kids' meals come when we're done eatin', and they're stone cold. Manager's condescending, don't give a damn. Could be why this Applebee's is goin' downhill. I'll drive to north Scottsdale or Elliot, they got more responsible employees and managers who care.""",True,Hemingway
1,"
""This joint's got its ups and downs, depends on who you get and what you're looking for. I've only been happy with one girl's work, the rest were mediocre at best. I've even been given a nail file before 'cause they couldn't shape a pointy nail right. But I've only been satisfied twice, and that's when I shelled out $50 or more. You get what you pay for here, if you're not willing to pay top dollar, you'll walk out with something you hate. My toes, man, I've gotten gel before and walked out with cuts from their rough filing. They don't care about quality, just rushing people in and out. Most of 'em don't give a damn about their work, and it shows. I've had some bad experiences, but I keep going back, hoping to get the same girl who did great work. Can't remember her name, sorry, but the guy at the front desk, he's got great customer service, friendly fella.""",True,Hemingway
1,"
I walked into a joint for a shake. Ordered a taro shake and watched them mix it up. The cashier started cleaning, using the same rag to wipe down the trash can and the countertops. Another woman and I exchanged a look, both of us thinking the same thing - what the hell is this guy doing? Disgusting. I chucked the shake and left. Told the missus about it, and she couldn't believe it either.",True,Hemingway
1,"
""Mimi's dropped the ball on our Xmas dinner. My mother-in-law ordered a holiday meal online last Fri, looked forward to picking it up Sat eve. But when she got there, they said they didn't have her order. Waited 30 min, still couldn't deliver for another 45 min to an hour. Guests were waiting at home, so we bailed. Unprofessional, esp for a restaurant during the holidays. Won't be ordering from them again.""",True,Hemingway
1,"
""Cheesecake Factory, once a sweet respite, now leaves a sour taste. Prices rise, portions shrink. No response to tweeted concerns. Adieu, Cheesecake Factory.""",True,Hemingway
1,"
""We'd enjoyed their grub before, so when we got engaged, they were a natural choice for our caterer. But, boy, were we wrong. They were rude, uninterested, and even annoyed whenever we had to talk to 'em. Setting up a food tasting was like pullin' teeth. Finally, we get there and they hand us a to-go box with only half the dishes we were supposed to taste. Microwaved crap, at that. No follow-up, either. Three months out from the big day, we've decided to cut our losses and find a new caterer. Good thing our deposit is still refundable. If you want decent grub but don't care about customer service, go for it.""",True,Hemingway
1,"
""O'Hare, man. Busy, sure. But that's no excuse for being dirty. Bathrooms? Nasty. Like, real nasty. My old man said the men's room wasn't much better. \n\nNo McDonald's? Come on. That's just wrong. Prices? Outrageous. Eleven bucks for a pre-made sandwich? Get outta here. \n\nNot flying through here again unless I got no other choice.""",True,Hemingway
1,"
""Give 'em a zero, that's what they deserve. Owner's a piece of work, real rude and unhelpful. I got tenants freezin' in my rental, and she don't care. Said between 12-3, but still no show at 2. I ask if she can call the tech, she yells NO. Told her make it 2:30 or forget it, she says no, so I hang up. She calls back at 2:30, all cheerful like, sayin' she's cancellin' the appointment. Good luck gettin' any business with customer service like that.""",True,Hemingway
1,"
""The Cleaning Solution? More like the Unprofessional Nightmare. Scheduling's a pain, back-and-forth emails that go nowhere. Customers don't come first, excellence doesn't seem to be a priority. You pay up front, but good luck getting on the schedule within a reasonable time frame. And when you finally do, they'll try to reschedule on you at the last minute, making it sound like it's your fault. Wish I'd seen the red flags before throwing my money away.""",True,Hemingway
1,"
""Terrible experience at lunch today. Excited at first, but quickly soured. Baby cockroach on my plate. Means there's parents around. Called over server, she smashed it in front of me. Already too much. Got full refund at counter. Never going back. Save your cash.""",True,Hemingway
1,"
""First to review this joint. Accountant's nearby, so we stopped in for breakfast. Won't be going back, that's for sure. Ala carte breakfasts? Extra buck for eggs and toast? Juice glasses, barely enough to wet your whistle. Still feeling hungry at one o'clock. Time for some Pepto.""",True,Hemingway
1,"
""The guy behind the counter was a real jerk. My mom needed a little water to take her meds and he wouldn't give it to her. He said we had to buy a bottle of water for a buck or pay a dollar for a refill. I told him we'd already bought drinks and she really needed it. He got mad and gave us a tiny bit of water in a plastic cup. I mean, seriously?! That's not enough for medication. I asked him again and he reluctantly gave us a bit more. But that's still not good enough. It's against the law in California to deny someone water for medication. Jeremy R. was his name. Tall and skinny with short brown hair. What a tool.""",True,Hemingway
1,"
""Salt Lick's moved on, greener pastures await. Seasoning, that was the problem. Ribs and brisket, same taste. Sides, flavorless. BBQ sauce, watery. Memphis style, I prefer. Service, slow. Thirty-five minutes for the check. Not good. Sweet tea, above average. That's all.""",True,Hemingway
1,"
""Pizza? Not great. Burned. Salad? Old, dry. Service? Awful. Server MIA. Or chatting, ignoring tables. Unprofessional. Kids' place? Sure. But fix it? Please.""",True,Hemingway
1,"
""Rookie bartenders, slow and unaware. Staff more concerned with shots than serving. Don't recommend.""",True,Hemingway
1,"
""Three nights in a row, this joint had a bad run. Like a first date with spinach on your teeth. Not a fluke, more like an art form. \nI order their spaghetti and meatballs the first night. If I was a real Brooklyn guy, someone woulda been missin' a kneecap. They serve it in a soup bowl, which is fitting for the water at the bottom. The garlic bread? More like flat bread with some garlic butter. Service was lackin', and the waiter looked like he was in his first week on the job. Anywhere. \nI give 'em another shot the next night, order a sizzlin' platter. It comes with a filthy handle cover and a rusty knife. Third time's the charm, right? I order the spaghetti again. They forget the cheese. The white bread they give me instead of garlic toast ain't even toasted. The waiter says he's sorry, and he's right. \nCleanliness ain't their thing, that's for sure. It's got all the old-world charm of Tijuana.""",True,Hemingway
1,"
""Queen Creek, not great. Been there twice. First time, deep dish was good but not as good as Oreganos. Tonight, tried the thin crust, horrible. Sausage and toppings okay, crust was hard as concrete. Waitress said that's how they're always cooked. If you want a softer crust, you gotta order it that way. I got good teeth, girl. Just want a pizza I can eat without a serrated steak knife. Special, huh? Garlic bread, so-so. Save your cash, try somewhere else. Maybe I'm too picky, Rudy's, Filbertos, and fast food joints got four stars, LOL.""",True,Hemingway
1,"
""Lobster salad came with a free bug. Took clients to lunch. Lady bug crawled out from under the greens. Ugh. Sent it back. Other dishes were unimpressive. Manager didn't acknowledge the bug or offer anything. Client lunch, so didn't want to make a scene. Expected better service for the price. General manager contacted me after reading my survey feedback. Adjusted the bill. 5 stars for him. Without the bug, still would give it 2.5 stars. Not worth the cost. Sorry, Julian Serrano.""",True,Hemingway
1,"
""Went to the joint with a buddy. Tough to find the place, even with GPS. Ended up askin' for directions in a shop. When we finally got there, it was dead empty. Not a soul in sight, even during lunch hour. My friend and I, we're both health nuts, always lookin' for good grub. But the menu was a bust, nothin' we couldn't make ourselves. And the prices? Outta sight, man. Even with a Groupon, it was too rich for our blood. Shared a salmon dish, tiny and flavorless, with a bunch of sour cream and capers slapped on top. Quinoa was extra, and it was ice cold. The waitress was friendly, but a bit too eager, like she was bored. Couldn't decide what to eat, 'cause we got all that stuff at home. Paid $30 for a main course that was smaller than an appetizer, and my friend had a coffee. Tipped 20%, but we couldn't figure how this place stays in business. Nice interior, real classy, but the costs must be killin' 'em.""",True,Hemingway
1,"
""Went there twice with friends. Both times, disaster. Siu-mai tasted off, like they cooked it with rubber bands. Chicken feet didn't impress either, not like Phoenix Place in Chandler. Not coming back. For the best dim sum, hit up Great Wall on 35th and Camelback in Phoenix.""",True,Hemingway
1,"
""Tried to chow down here twice. First time, line was huge, waited forever. Went to Vic Room at Bill's instead. Second time, showed up and manager said they were closing early, real slow that night. BS. Never going back.""",True,Hemingway
1,"
""Prices? Forget it, kid. Owner don't know squat 'bout 'em. He'll size you up, then hit you with some sky-high numbers. Good stuff, but a damn rip-off. Avoid 'less you just wanna window shop.""",True,Hemingway
1,"
""Shut down, thank God. Sanitation violations? No surprise. Three and a half stars? Must be a joke. This place was a disaster. Dim sum, 24/7? More like 24/7 disappointment. Servers were rude, food was cold and oily. Couldn't tell the difference between meat and grease. Chaos, noise, unorganized. Empty tables piled with dirty dishes. Over $20 per person? Ridiculous. Can't believe I even tried it. Yelp reviews are a joke. People, wake up and pay attention to what you're eating.""",True,Hemingway
1,"
""Yellow Cab, AAA affiliate, clueless. Set up pickup, missed flight. Mesa airport, five minutes from home, waited twenty-five minutes for dispatch. Still no show. Now arriving home five hours late. Kids asleep. Not recommended.""",True,Hemingway
1,"
""Fletcher's, huh? Not impressed. Dropped off my ride at 9:30, guy took my keys, said it'd be logged in the system. Coupon, y'know? Four o'clock rolls around, still ain't done. Called 'em up, they ""discovered"" a bunch of unnecessary work to hit their quota. Air filter, coolant flush, decarb - sounded like a lotta BS to me. Shut 'em down quick. Pick-up time, different guy gives me grief 'bout the coupon. Sorry, pal, I ain't no sucker. This joint's got some shady business goin' on. Take your car elsewhere, friend.""",True,Hemingway
1,"
""I didn't dig it. Was in agony and thought I'd give it a shot. Really wanted a foot rub, but got some strange, rough, full-body thing instead. Guy barely touched my feet and legs. Won't be doing that again, and wouldn't suggest it to my buddies.""",True,Hemingway
1,"
""Underwhelming experience. Spoiled by better joints in town. Been around a while, iconic spot for meetings. Location's the only plus. Won't be back for grub.""",True,Hemingway
1,"
""Food's no good there. Last time I went, fried chicken was burnt to a crisp, sinigang had more bones than fish, and the shrimp they served was scrawny. Place was cold too. Not going back.""",True,Hemingway
1,"
""I brought my dog here, thinking it'd be better than Petsmart. But as soon as I walked in, I knew it was a mistake. The vibe was off. When I picked him up, his nails were bleeding. They didn't even tell me. I didn't notice till we got home, and there was blood all over the carpet and couch. The haircut was uneven, and it was only $10 cheaper than Petsmart. I say, spend the extra money and take your animal to a place that'll treat them like their own. I wouldn't have minded the bleeding so much if they'd informed me, maybe apologized. But nothing.""",True,Hemingway
1,"
""Food was mediocre, overpriced. Service was poor, management clueless. We won't be back.""",True,Hemingway
1,"
""Pedro, I'd give you negative stars if I could. Steven L from MA nailed it. This joint's rated 'Best of Madison'? Must be a joke. The people of Madison don't know squat about food or quality. \n\nThis dump's a disaster! The grub's revolting. Black bean and cheese burrito with no cheese? Tastes like Bush's baked beans. You owe me twenty bucks, Pedro. For real. And the wet steak burrito? Just six strips of meat and a bunch of crappy sauce in a tortilla. Old El Paso's got more authentic Mexican. \n\nStay away from Pedro's. Nothing good here. Not even close to Mexican.""",True,Hemingway
1,"
""Brunch at this joint? More like a bust. Overpriced and underwhelming. Eggs were hard as a rock, omelette was rubbery and dry. And don't even get me started on the owner/manager, sipping on a bloody mary like he didn't have a care in the world. Meanwhile, the kitchen staff probably makes peanuts compared to what they spend on linens. My Louisiana girlfriend is mortified this place exists.""",True,Hemingway
1,"
""Zero stars, that's what I'd give 'em. Forty-five minutes for three sandwiches? Not exactly bustling, either. Appetizer took twenty-five minutes more. Two outta three orders wrong. Food's been sittin' under the lamp too long. No excuse, kitchen was dead. Ridiculous.""",True,Hemingway
1,"
""Terrible service. Asked about the fixed menu, and the waiter was rude. Mouth dropped open. Fiancé and I left, went to Johnny Smalls instead. Great service and food there. Doesn't matter how good the grub is, bad service ruins it.""",True,Hemingway
1,"
""The company's demise was self-inflicted, courtesy of its absentee owner and his unfriendly partner. They were stingy with their prices and clueless about marketing. My wife and I even offered to help them secure a spot at UNLV, gratis. Did they bother to reply? Nope. They overextended themselves with two locations and cared little for customer satisfaction. Refunds were rare and complaints fell on deaf ears. Good riddance to bad ownership.""",True,Hemingway
1,"
""I needed to see a doc for my infected toe. My regular guy had just retired, so I went to a place near work. It was a ""doc in a box"" kinda joint. Not exactly the best, but it was convenient. I went in the middle of the afternoon on a weekday, thinking there'd be a real doctor there. Nope. Just some PA who barely looked at my toe before giving me some antibiotics and sending me on my merry way. My toe only got worse after that. Ended up seeing a specialist for the fungus that had taken over my tissue. What a joke. Never going back to that FastMed again. Wish I could get my $295 back. Almost $300 for a quick glance from some non-doc? Ridiculous. Good luck if you go there. You'll need it.""",True,Hemingway
1,"
""Brunch at this joint? Not too shabby. Big party, but they got us sat quick. Server was on it, too. Good spread, somethin' for everyone. Food? Eh, it was alright. But then, I saw somethin' that killed my appetite. Roach, just chillin' on the waffle station. No way, man. That's a hard pass from me. Won't be back.""",True,Hemingway
1,"
""Don't go back. Haven't gotten my specs. Ordered 'em, paid up front. Told me a month, it's been longer. Called 'em last week, they said they'd call back. Didn't hear squat. Called again, they said it's backordered. Couldn't give me a damn timeline. Customer service? Pathetic. Not even mad about the wait, just how they don't give a damn 'bout their customers.""",True,Hemingway
1,"
""Terrible service. Overcharged our group of twelve by ten bucks per person. When we brought it to their attention, they were speechless. Never going back. If you enjoy poor hookahs and being ripped off, this is your place.""",True,Hemingway
1,"
""Avoid Olympic Garden, my friend. It's a trap, a scam. They'll take your cash and leave you high and dry. I went there once, late at night, expecting some entertainment. But the place was empty, save for a few sad souls nursing their drinks. We paid the cover charge, but no dancers came. We waited, and waited, and waited. Finally, the manager appeared, promising the girls would be out shortly. But they never came. We left, pissed off and poorer. Don't make the same mistake. Find a better joint, one that'll treat you right.""",True,Hemingway
1,"
""This joint's a joke. We waited an hour, like they said. Then they tell us, 'Oh, it'll be another 15, 20 minutes.' So we wait some more. Finally, we ask again, and they say the same thing. What kind of BS is that? If you're gonna make me wait two hours for a table, at least have the decency to tell me straight up. Don't feed me a bunch of lies and expect me to be happy about it. And for what? A $40 meal? No way, pal.""",True,Hemingway
1,"
""Ihop, a place to avoid. Sweaty waitress, unappetizing. Food, cold and lackluster. Western Omelet, a joke. Cheese and ham, but mostly egg. Leftovers, perhaps? Never again.""",True,Hemingway
1,"
""Went to the pizzeria after the Super Bowl. Fox Sports was on, then Glee. We were the only ones left, waiting for our pie. Glee was on for half an hour. The owner came over, changed the channel, and said it was their policy. Wonder why they had no customers at 8 pm. The pizza was alright. Won't be going back. Don't want to give my money to a rude guy. Feel bad for his employees. If he's like that with customers, can't imagine how he treats his staff.""",True,Hemingway
1,"
""Coolatta's done for. Machine's busted, all locations. Why sell something that don't work? Corporate's got some'splainin' to do. Customer service's a joke.""",True,Hemingway
1,"
""A bar, pretending to be something more. Overpriced small plates, burger and fry knockoffs. Beer selection? Underwhelming. Harris Teeter's got a better selection, cheaper too. If you're looking for the real deal, head to Gallery 22. Amazing beer, reasonable prices, and actual tapas upstairs.""",True,Hemingway
1,"
""Terrible joint. Pull up, four cop cars, folks in cuffs. Room had a pair of undies in the corner. Got charged for the mini-bar, which we never even had access to. Dive. Overpriced. Avoid.""",True,Hemingway
1,"
""Awful design. Worst cinema I've seen. Ledge too high, can't recline without missing a quarter of the screen. Sat on edge, tiptoes for subs. Ruined experience despite nice touches.""",True,Hemingway
1,"
""Rented a place in Fort Mill through them. Told 'em what needed fixin' in the lease. Haven't heard squat since we moved in. Real disappointed. Wouldn't have bothered if I knew they were gonna be so unprofessional. Spoke with the agent once, but they never called back. That's not how we do business. Hope most realtors are better than this.""",True,Hemingway
1,"
""Wynn don't allow no strollers in the buffet, I thought. But I was wrong. Couldn't even step foot in the place with a stroller. Guy said unless we lived there. BS rule, I say. Kept my cool, told myself there's gotta be somethin' good 'bout Wynn. Like their buffet, maybe. Nah, it was nasty. Crab smelled bad, lobster wasn't fresh, meat was mushy and gross. Never goin' back to that dump.""",True,Hemingway
1,"
""We were eager to dine here, having enjoyed the chef's work at Bigelow Grille. Unfortunately, the drink special was undrinkable and they still charged me for it. The cheese plate was decent, but lacked bread or crackers. The beet salad was interesting with a poached egg, while the duck was good but too fatty. The short ribs were extremely fatty. We were disappointed with the limited dessert options and left feeling unsatisfied and over $100 lighter. Our waitress didn't provide us with meal descriptions like the other staff. Despite this, the chef is clearly skilled, as evident from his past work at Alchemy.""",True,Hemingway
1,"
""Terrible joint. Never going back. Everyone zonked out. Girl in the can, X on her hand, banging her head on the wall like a madwoman. Got a table, got booted before we finished our drinks 'cause I had an e-cig. Unbelievable. Staff was snotty too. I work in the service industry. Word gets around. Not spending another dime here. Telling my pals to steer clear.""",True,Hemingway
1,"
""Tried calling BC/BS of AZ's customer service? Nearly impossible to get a real person. Held for 10 min, then some click and the line goes dead. Call back, wait 15 min, and finally get someone. Their phone system don't tell you the wait time. Music's annoying, like they want you to hang up. Unless you've worked customer service and keep asking for it, it's tough to get through. Customers paying thousands in premiums deserve better access to their insurance company.""",True,Hemingway
1,"
""Rude service. Employees act like they don't want to be there. Nice location, but Subway's food quality is nothing special.""",True,Hemingway
1,"
""Ten bucks? That's robbery. You call that a fair price? I've seen better deals at a back alley flea market.""",True,Hemingway
1,"
""Tropicana. Won thirty, lost thirty. Fat ugly Asian cocktail waitress. Ignored me, asked whites beside me. Arrived late, still got served first. What a joke.""",True,Hemingway
